cluster_ID	pN_pS	genome_name	gene_caller	num_genomes	category	cog_function
GC_00000121	0.32653061224489827	Sulfurovum_14	48033	20	J	COG1734
GC_00000121		Sulfurovum_15	7650	20	J	COG1734
GC_00000121		Sulfurovum_16	60196	20	J	COG1734
GC_00000121		Sulfurovum_17	5842	20	J	COG1734
GC_00000121		Sulfurovum_18	37744	20	J	COG1734
GC_00000121		Sulfurovum_19	18336	20	J	COG1734
GC_00000121		Sulfurovum_20	20142	20	J	COG1734
GC_00000121		Sulfurovum_20	13686	20	J	COG1734
GC_00000121		Sulfurovum_20	10738	20	J	COG1734
GC_00000121		Sulfurovum_21	41018	20	J	COG1734
GC_00000121		Sulfurovum_21	5642	20	J	COG1734
GC_00000121		Sulfurovum_22	10030	20	J	COG1734
GC_00000122		Sulfurovum_01	33853	20	R	COG0488
GC_00000122	0.042531764547910335	Sulfurovum_03	72447	20	R	COG0488
GC_00000122		Sulfurovum_03	23324	20	R	COG0488
GC_00000122		Sulfurovum_03	89853	20	R	COG0488
GC_00000122	0.10274120440319282	Sulfurovum_04	33280	20	R	COG0488
GC_00000122		Sulfurovum_05	32219	20	R	COG0488
GC_00000122	0.04179157744468173	Sulfurovum_06	26533	20	R	COG0488
GC_00000122		Sulfurovum_07	31702	20	R	COG0488
GC_00000122		Sulfurovum_08	6462	20	R	COG0488
GC_00000122	0.041556638135129484	Sulfurovum_09	37889	20	R	COG0488
GC_00000122	0.06414544669831576	Sulfurovum_10	7080	20	R	COG0488
GC_00000122	0.02433393648218594	Sulfurovum_12	80007	20	R	COG0488
GC_00000122	0.08536147605714559	Sulfurovum_13	76605	20	R	COG0488
GC_00000122	0.3595659890827442	Sulfurovum_14	26257	20	R	COG0488
GC_00000122		Sulfurovum_15	58504	20	R	COG0488
GC_00000122		Sulfurovum_16	18179	20	R	COG0488
GC_00000122	0.41796789091707987	Sulfurovum_17	892	20	R	COG0488
GC_00000122	0.07681498829039672	Sulfurovum_18	15957	20	R	COG0488
GC_00000122		Sulfurovum_19	2798	20	R	COG0488
GC_00000122		Sulfurovum_20	32364	20	R	COG0488
GC_00000122	0.10743006993006798	Sulfurovum_21	10837	20	R	COG0488
GC_00000122		Sulfurovum_22	15595	20	R	COG0488
GC_00000122		Sulfurovum_22	22391	20	R	COG0488
GC_00000123		Sulfurovum_01	46805	21	F	COG0027
GC_00000123	0.07392672094744716	Sulfurovum_02	10250	21	F	COG0027
GC_00000123	0.0	Sulfurovum_03	59882	21	F	COG0027
GC_00000123	0.1829875015168088	Sulfurovum_04	29649	21	F	COG0027
GC_00000123		Sulfurovum_05	7894	21	F	COG0027
GC_00000123	0.11405780586346365	Sulfurovum_06	12304	21	F	COG0027
GC_00000123		Sulfurovum_08	11036	21	F	COG0027
GC_00000123		Sulfurovum_09	31309	21	F	COG0027
GC_00000123	0.03431015653440165	Sulfurovum_10	3270	21	F	COG0027
GC_00000123		Sulfurovum_11	6708	21	F	COG0027
GC_00000123	0.02763157894736881	Sulfurovum_12	61864	21	F	COG0027
GC_00000123		Sulfurovum_13	69679	21	F	COG0027
GC_00000123	0.11904761904762069	Sulfurovum_14	88888	21	F	COG0027
GC_00000123	0.11125000000000124	Sulfurovum_15	86640	21	F	COG0027
GC_00000123	0.28730880529144626	Sulfurovum_16	109096	21	F	COG0027
GC_00000123		Sulfurovum_16	109095	21	F	COG0027
GC_00000123	0.0	Sulfurovum_17	25881	21	F	COG0027
GC_00000123	0.08422056252979598	Sulfurovum_18	98414	21	F	COG0027
GC_00000123	0.3559633027522985	Sulfurovum_19	22583	21	F	COG0027
GC_00000123	0.24639276106627878	Sulfurovum_20	6593	21	F	COG0027
GC_00000123	0.024564330737857163	Sulfurovum_21	39918	21	F	COG0027
GC_00000123		Sulfurovum_22	28008	21	F	COG0027
GC_00000123		Sulfurovum_22	31426	21	F	COG0027
GC_00000124		Sulfurovum_01	23304	21	I	COG0761
GC_00000124		Sulfurovum_02	19041	21	I	COG0761
GC_00000124	0.08875441250630398	Sulfurovum_03	5438	21	I	COG0761
GC_00000124		Sulfurovum_04	19676	21	I	COG0761
GC_00000124		Sulfurovum_06	21591	21	I	COG0761
GC_00000124		Sulfurovum_07	11402	21	I	COG0761
GC_00000124		Sulfurovum_08	10956	21	I	COG0761
GC_00000124	0.02171919292979832	Sulfurovum_09	9759	21	I	COG0761
GC_00000124		Sulfurovum_10	5023	21	I	COG0761
GC_00000124		Sulfurovum_11	770	21	I	COG0761
GC_00000124		Sulfurovum_11	15044	21	I	COG0761
GC_00000124	0.05816103546814614	Sulfurovum_12	6475	21	I	COG0761
GC_00000124	0.25685785536159694	Sulfurovum_13	31837	21	I	COG0761
GC_00000124		Sulfurovum_14	45481	21	I	COG0761
GC_00000124		Sulfurovum_14	63759	21	I	COG0761
GC_00000124	0.0	Sulfurovum_15	57822	21	I	COG0761
GC_00000124		Sulfurovum_16	39366	21	I	COG0761
GC_00000124	0.2638680659670177	Sulfurovum_17	78871	21	I	COG0761
GC_00000124	0.08997050147492676	Sulfurovum_18	12964	21	I	COG0761
GC_00000124		Sulfurovum_19	4806	21	I	COG0761
GC_00000124	0.3326561706449988	Sulfurovum_20	2507	21	I	COG0761
GC_00000124	0.1782793588485453	Sulfurovum_21	6209	21	I	COG0761
GC_00000124	0.17386984600099425	Sulfurovum_22	8208	21	I	COG0761
GC_00000125		Sulfurovum_01	26643	22	E	COG0019
GC_00000125	0.19849797804737251	Sulfurovum_02	12102	22	E	COG0019
GC_00000125		Sulfurovum_03	10175	22	E	COG0019
GC_00000125		Sulfurovum_03	76851	22		
GC_00000125	0.09090909090909206	Sulfurovum_04	14268	22	E	COG0019
GC_00000125		Sulfurovum_05	5635	22	E	COG0019
GC_00000125		Sulfurovum_06	47457	22	E	COG0019
GC_00000125		Sulfurovum_07	36487	22	E	COG0019
GC_00000125		Sulfurovum_08	20125	22	E	COG0019
GC_00000125	0.2717733473242429	Sulfurovum_09	12039	22	E	COG0019
GC_00000125	0.10909090909091049	Sulfurovum_10	12008	22	E	COG0019
GC_00000125		Sulfurovum_11	1557	22	E	COG0019
GC_00000125	0.016396604938271837	Sulfurovum_12	7668	22	E	COG0019
GC_00000125		Sulfurovum_13	22432	22	E	COG0019
GC_00000125		Sulfurovum_14	40578	22	E	COG0019
GC_00000125	0.0	Sulfurovum_15	11706	22	E	COG0019
GC_00000125		Sulfurovum_16	12611	22	E	COG0019
GC_00000125	0.0	Sulfurovum_17	9152	22	E	COG0019
GC_00000125	0.0	Sulfurovum_18	46366	22	E	COG0019
GC_00000125		Sulfurovum_19	1550	22	E	COG0019
GC_00000125	0.223249396343569	Sulfurovum_20	6556	22	E	COG0019
GC_00000125	0.0	Sulfurovum_21	12951	22	E	COG0019
GC_00000125		Sulfurovum_22	11839	22	E	COG0019
GC_00000126		Sulfurovum_01	27091	22	J	COG0566
GC_00000126	0.2978589420654914	Sulfurovum_02	9332	22	J	COG0566
GC_00000126		Sulfurovum_03	22146	22	J	COG0566
GC_00000126		Sulfurovum_04	28150	22	J	COG0566
GC_00000126	0.17731367731367687	Sulfurovum_05	18121	22	J	COG0566
GC_00000126	0.08586472255974051	Sulfurovum_06	8305	22	J	COG0566
GC_00000126		Sulfurovum_07	22026	22	J	COG0566
GC_00000126		Sulfurovum_08	7539	22	J	COG0566
GC_00000126		Sulfurovum_09	44342	22	J	COG0566
GC_00000126		Sulfurovum_10	1289	22	J	COG0566
GC_00000126		Sulfurovum_11	494	22	J	COG0566
GC_00000126	0.10826140567200966	Sulfurovum_12	49131	22	J	COG0566
GC_00000126		Sulfurovum_13	64894	22	J	COG0566
GC_00000126		Sulfurovum_13	92971	22	J	COG0566
GC_00000126		Sulfurovum_14	70784	22	J	COG0566
GC_00000126	0.1432584269662921	Sulfurovum_15	25275	22	J	COG0566
GC_00000126		Sulfurovum_16	12329	22	J	COG0566
GC_00000126		Sulfurovum_17	33675	22	J	COG0566
GC_00000126	0.06909090909090906	Sulfurovum_18	59261	22	J	COG0566
GC_00000126		Sulfurovum_19	2752	22	J	COG0566
GC_00000126	0.08401430030643486	Sulfurovum_20	20449	22	J	COG0566
GC_00000126	0.09212121212121208	Sulfurovum_21	26311	22	J	COG0566
GC_00000126		Sulfurovum_22	28177	22	J	COG0566
GC_00000127		Sulfurovum_01	24063	21	C	COG1866
GC_00000127		Sulfurovum_02	10459	21	C	COG1866
GC_00000127		Sulfurovum_03	12167	21	C	COG1866
GC_00000127		Sulfurovum_05	13543	21	C	COG1866
GC_00000127	0.06490511333684736	Sulfurovum_06	13781	21	C	COG1866
GC_00000127	0.0	Sulfurovum_07	14240	21	C	COG1866
GC_00000127		Sulfurovum_08	5942	21	C	COG1866
GC_00000127		Sulfurovum_09	6603	21	C	COG1866
GC_00000127		Sulfurovum_09	33907	21	C	COG1866
GC_00000127	0.0	Sulfurovum_10	385	21	C	COG1866
GC_00000127		Sulfurovum_11	9358	21	C	COG1866
GC_00000127	0.0	Sulfurovum_12	19690	21	C	COG1866
GC_00000127		Sulfurovum_13	156081	21	C	COG1866
GC_00000127	0.13962626980477322	Sulfurovum_14	32041	21	C	COG1866
GC_00000127	0.0	Sulfurovum_15	79791	21	C	COG1866
GC_00000127		Sulfurovum_16	18154	21	C	COG1866
GC_00000127		Sulfurovum_17	16446	21	C	COG1866
GC_00000127	0.10921683537559856	Sulfurovum_18	6284	21	C	COG1866
GC_00000127		Sulfurovum_19	2949	21	C	COG1866
GC_00000127	0.2676797194623027	Sulfurovum_20	26199	21	C	COG1866
GC_00000127		Sulfurovum_20	26198	21	C	COG1866
GC_00000127	0.022725255215268365	Sulfurovum_21	7556	21	C	COG1866
GC_00000127	0.03895410885805735	Sulfurovum_22	23234	21	C	COG1866
GC_00000128		Sulfurovum_01	39347	20	I	COG0331
GC_00000128	0.07649513212795633	Sulfurovum_03	25736	20	I	COG0331
GC_00000128		Sulfurovum_04	34950	20	I	COG0331
GC_00000128		Sulfurovum_06	9490	20	I	COG0331
GC_00000128	1.0102927721866521	Sulfurovum_07	15958	20	I	COG0331
GC_00000128		Sulfurovum_08	14834	20	I	COG0331
GC_00000128		Sulfurovum_08	29955	20	I	COG0331
GC_00000128	0.28746038931643564	Sulfurovum_09	7920	20	I	COG0331
GC_00000128	0.09253417455310284	Sulfurovum_10	4739	20	I	COG0331
GC_00000128		Sulfurovum_11	4376	20	I	COG0331
GC_00000128	0.106489841986457	Sulfurovum_12	121077	20	I	COG0331
GC_00000128	0.046080191502094976	Sulfurovum_13	79987	20	I	COG0331
GC_00000128	0.25500580017148583	Sulfurovum_14	57205	20	I	COG0331
GC_00000128		Sulfurovum_14	120805	20	I	COG0331
GC_00000128	0.12471448149840234	Sulfurovum_15	6612	20	I	COG0331
GC_00000128		Sulfurovum_16	4624	20	I	COG0331
GC_00000128		Sulfurovum_17	119852	20	I	COG0331
GC_00000128		Sulfurovum_18	103307	20	I	COG0331
GC_00000128		Sulfurovum_19	1093	20	I	COG0331
GC_00000128	0.19237588652482474	Sulfurovum_20	9693	20	I	COG0331
GC_00000128		Sulfurovum_21	11110	20	I	COG0331
GC_00000128		Sulfurovum_21	38642	20	I	COG0331
GC_00000128	0.3856298317417046	Sulfurovum_22	5763	20	I	COG0331
GC_00000129		Sulfurovum_01	12968	22	E|H	COG0147
GC_00000129	0.09549878345498766	Sulfurovum_02	19974	22	E|H	COG0147
GC_00000129	0.094196292920085	Sulfurovum_03	14595	22	E|H	COG0147
GC_00000129		Sulfurovum_04	11814	22	E|H	COG0147
GC_00000129		Sulfurovum_05	11868	22	E|H	COG0147
GC_00000129		Sulfurovum_05	29223	22	E|H	COG0147
GC_00000129	0.5162444113263809	Sulfurovum_06	30622	22	E|H	COG0147
GC_00000129		Sulfurovum_07	45556	22	E|H	COG0147
GC_00000129		Sulfurovum_08	3586	22	E|H	COG0147
GC_00000129	0.2595693779904318	Sulfurovum_09	17184	22	E|H	COG0147
GC_00000129		Sulfurovum_10	123	22	E|H	COG0147
GC_00000129		Sulfurovum_11	8336	22	E|H	COG0147
GC_00000129	0.0	Sulfurovum_12	18796	22	E|H	COG0147
GC_00000129	0.058112505811250784	Sulfurovum_13	28779	22	E|H	COG0147
GC_00000129		Sulfurovum_14	62066	22	E|H	COG0147
GC_00000129	0.0773911128241836	Sulfurovum_15	12425	22	E|H	COG0147
GC_00000129		Sulfurovum_16	8479	22	H|E	COG0147
GC_00000129	0.0	Sulfurovum_17	46866	22	H|E	COG0147
GC_00000129	0.09432624113475169	Sulfurovum_18	15235	22	H|E	COG0147
GC_00000129		Sulfurovum_19	493	22	H|E	COG0147
GC_00000129	0.11259905707693872	Sulfurovum_20	3254	22	E|H	COG0147
GC_00000129	0.1876138433515482	Sulfurovum_21	12343	22	H|E	COG0147
GC_00000129	inf	Sulfurovum_22	15688	22	H|E	COG0147
GC_00000130		Sulfurovum_01	48837	22	H	COG0132
GC_00000130		Sulfurovum_01	61307	22	H	COG0132
GC_00000130		Sulfurovum_02	12110	22	H	COG0132
GC_00000130	0.3858024691358021	Sulfurovum_03	10183	22	H	COG0132
GC_00000130		Sulfurovum_04	43393	22	H	COG0132
GC_00000130		Sulfurovum_05	32447	22	H	COG0132
GC_00000130		Sulfurovum_06	41072	22	H	COG0132
GC_00000130		Sulfurovum_07	25038	22	H	COG0132
GC_00000130		Sulfurovum_08	3350	22	H	COG0132
GC_00000130		Sulfurovum_09	18705	22	H	COG0132
GC_00000130		Sulfurovum_10	3265	22	H	COG0132
GC_00000130		Sulfurovum_11	6129	22	H	COG0132
GC_00000130	0.2657342657342641	Sulfurovum_12	7676	22	H	COG0132
GC_00000130	0.2720637027206358	Sulfurovum_13	23633	22	H	COG0132
GC_00000130	0.3694238959874451	Sulfurovum_14	72863	22	H	COG0132
GC_00000130	0.1755319148936167	Sulfurovum_15	11697	22	H	COG0132
GC_00000130		Sulfurovum_16	33128	22	H	COG0132
GC_00000130	0.08188035834697978	Sulfurovum_17	9161	22	H	COG0132
GC_00000130	0.8674698795180701	Sulfurovum_18	45346	22	H	COG0132
GC_00000130		Sulfurovum_19	8680	22	H	COG0132
GC_00000130		Sulfurovum_20	8724	22	H	COG0132
GC_00000130	0.2908847184986588	Sulfurovum_21	12960	22	H	COG0132
GC_00000130	0.2705187130663153	Sulfurovum_22	11830	22	H	COG0132
GC_00000131		Sulfurovum_01	58510	20	R	COG0488
GC_00000131		Sulfurovum_02	3653	20	R	COG0488
GC_00000131		Sulfurovum_03	25407	20	R	COG0488
GC_00000131		Sulfurovum_04	39729	20	R	COG0488
GC_00000131		Sulfurovum_06	40802	20	R	COG0488
GC_00000131		Sulfurovum_07	18420	20	R	COG0488
GC_00000131		Sulfurovum_08	48687	20	R	COG0488
GC_00000131		Sulfurovum_09	10802	20	R	COG0488
GC_00000131	0.06473919915700709	Sulfurovum_10	375	20	R	COG0488
GC_00000131		Sulfurovum_11	3769	20	R	COG0488
GC_00000131	0.032749077490774735	Sulfurovum_12	87297	20	R	COG0488
GC_00000131		Sulfurovum_13	38539	20	R	COG0488
GC_00000131	0.05367530407191926	Sulfurovum_15	28352	20	R	COG0488
GC_00000131		Sulfurovum_15	92737	20	R	COG0488
GC_00000131	0.0	Sulfurovum_16	45075	20	R	COG0488
GC_00000131	0.0	Sulfurovum_17	22559	20	R	COG0488
GC_00000131	0.04688809560763591	Sulfurovum_18	104662	20	R	COG0488
GC_00000131	0.0	Sulfurovum_19	9805	20	R	COG0488
GC_00000131	0.13016583311397673	Sulfurovum_19	20288	20	R	COG0488
GC_00000131	0.10062913907284701	Sulfurovum_20	24110	20	R	COG0488
GC_00000131		Sulfurovum_20	15406	20		
GC_00000131	0.0	Sulfurovum_21	15513	20	R	COG0488
GC_00000131	0.08865342163355355	Sulfurovum_22	29516	20	R	COG0488
GC_00000132		Sulfurovum_01	18352	21	C	COG0479
GC_00000132		Sulfurovum_02	13888	21	C	COG0479
GC_00000132		Sulfurovum_03	58926	21	C	COG0479
GC_00000132		Sulfurovum_04	34420	21	C	COG0479
GC_00000132		Sulfurovum_05	35385	21	C	COG0479
GC_00000132		Sulfurovum_06	35345	21	C	COG0479
GC_00000132		Sulfurovum_06	50354	21	C	COG0479
GC_00000132		Sulfurovum_08	4865	21	C	COG0479
GC_00000132		Sulfurovum_09	21588	21	C	COG0479
GC_00000132		Sulfurovum_10	10205	21	C	COG0479
GC_00000132		Sulfurovum_11	3171	21	C	COG0479
GC_00000132	0.23820754716981332	Sulfurovum_12	10452	21	C	COG0479
GC_00000132		Sulfurovum_13	103393	21	C	COG0479
GC_00000132		Sulfurovum_14	43259	21	C	COG0479
GC_00000132	0.051364365971108064	Sulfurovum_15	28219	21	C	COG0479
GC_00000132		Sulfurovum_16	35206	21	C	COG0479
GC_00000132	0.019603395761778403	Sulfurovum_17	50783	21	C	COG0479
GC_00000132	0.03311328790459996	Sulfurovum_18	42095	21	C	COG0479
GC_00000132		Sulfurovum_19	2694	21	C	COG0479
GC_00000132	0.04302405498281826	Sulfurovum_19	17882	21	C	COG0479
GC_00000132	0.11786443644850826	Sulfurovum_20	10794	21	C	COG0479
GC_00000132	0.08830210107893323	Sulfurovum_21	28372	21	C	COG0479
GC_00000132	0.0	Sulfurovum_22	26015	21	C	COG0479
GC_00000133		Sulfurovum_01	38494	22	E	COG0019
GC_00000133		Sulfurovum_02	73974	22	E	COG0019
GC_00000133		Sulfurovum_02	13097	22	E	COG0019
GC_00000133	0.23164179104477933	Sulfurovum_03	7473	22	E	COG0019
GC_00000133		Sulfurovum_04	26007	22	E	COG0019
GC_00000133		Sulfurovum_05	13546	22	E	COG0019
GC_00000133		Sulfurovum_06	45487	22	E	COG0019
GC_00000133	0.09312610563558377	Sulfurovum_07	10370	22	E	COG0019
GC_00000133		Sulfurovum_08	8363	22	E	COG0019
GC_00000133	0.08887238519618879	Sulfurovum_09	6606	22	E	COG0019
GC_00000133		Sulfurovum_10	606	22	E	COG0019
GC_00000133		Sulfurovum_11	9361	22	E	COG0019
GC_00000133	0.07876581065542446	Sulfurovum_12	35896	22	E	COG0019
GC_00000133	0.05393917185782411	Sulfurovum_13	5423	22	E	COG0019
GC_00000133	0.13099630996310127	Sulfurovum_14	16490	22	E	COG0019
GC_00000133	0.0	Sulfurovum_15	80106	22	E	COG0019
GC_00000133		Sulfurovum_16	33614	22	E	COG0019
GC_00000133	0.27374301675978024	Sulfurovum_17	18826	22	E	COG0019
GC_00000133	0.13997005988024147	Sulfurovum_18	51077	22	E	COG0019
GC_00000133		Sulfurovum_19	8936	22	E	COG0019
GC_00000133	0.142647241937494	Sulfurovum_20	10890	22	E	COG0019
GC_00000133		Sulfurovum_21	20322	22	E	COG0019
GC_00000133	0.15234310316277738	Sulfurovum_22	23363	22	E	COG0019
GC_00000134		Sulfurovum_01	24057	20	E	COG0560
GC_00000134		Sulfurovum_02	9378	20	E	COG0560
GC_00000134	0.0	Sulfurovum_03	35173	20	E	COG0560
GC_00000134	0.0	Sulfurovum_04	35851	20	E	COG0560
GC_00000134		Sulfurovum_05	21454	20	E	COG0560
GC_00000134		Sulfurovum_07	14246	20	E	COG0560
GC_00000134		Sulfurovum_07	39642	20	E	COG0560
GC_00000134		Sulfurovum_08	13586	20	E	COG0560
GC_00000134	0.13469251336898325	Sulfurovum_09	18138	20	E	COG0560
GC_00000134		Sulfurovum_10	4076	20	E	COG0560
GC_00000134	0.28747433264886957	Sulfurovum_12	108519	20	E	COG0560
GC_00000134		Sulfurovum_13	5447	20	E	COG0560
GC_00000134		Sulfurovum_14	20125	20	E	COG0560
GC_00000134	0.14730290456431488	Sulfurovum_15	7668	20	E	COG0560
GC_00000134		Sulfurovum_15	72573	20	E	COG0560
GC_00000134		Sulfurovum_16	18160	20	E	COG0560
GC_00000134		Sulfurovum_17	16453	20	E	COG0560
GC_00000134		Sulfurovum_18	6291	20	E	COG0560
GC_00000134		Sulfurovum_19	2943	20	E	COG0560
GC_00000134	0.5613760750586358	Sulfurovum_20	10750	20	E	COG0560
GC_00000134		Sulfurovum_20	10749	20	E	COG0560
GC_00000134	0.08138644197625404	Sulfurovum_21	7563	20	E	COG0560
GC_00000134		Sulfurovum_22	22272	20	E	COG0560
GC_00000135		Sulfurovum_01	24940	20	J	COG0820
GC_00000135	0.0	Sulfurovum_02	31103	20	J	COG0820
GC_00000135	0.09277692700357448	Sulfurovum_03	46650	20	J	COG0820
GC_00000135		Sulfurovum_05	8473	20	J	COG0820
GC_00000135		Sulfurovum_06	48164	20	J	COG0820
GC_00000135		Sulfurovum_06	36907	20	J	COG0820
GC_00000135		Sulfurovum_08	7126	20	J	COG0820
GC_00000135		Sulfurovum_09	18067	20	J	COG0820
GC_00000135		Sulfurovum_09	21094	20	J	COG0820
GC_00000135		Sulfurovum_10	24221	20	J	COG0820
GC_00000135	0.085654505034655	Sulfurovum_11	938	20	J	COG0820
GC_00000135		Sulfurovum_12	139365	20	J	COG0820
GC_00000135		Sulfurovum_13	41734	20	J	COG0820
GC_00000135	0.0	Sulfurovum_14	21073	20	J	COG0820
GC_00000135	0.04940711462450653	Sulfurovum_15	49918	20	J	COG0820
GC_00000135		Sulfurovum_16	38680	20	J	COG0820
GC_00000135		Sulfurovum_17	14188	20	J	COG0820
GC_00000135	0.0	Sulfurovum_18	47920	20	J	COG0820
GC_00000135		Sulfurovum_19	10821	20	J	COG0820
GC_00000135		Sulfurovum_20	7478	20	J	COG0820
GC_00000135		Sulfurovum_20	13932	20	J	COG0820
GC_00000135	0.037859666834932276	Sulfurovum_21	21124	20	J	COG0820
GC_00000135	0.19068273997296298	Sulfurovum_22	31353	20	J	COG0820
GC_00000136		Sulfurovum_01	22514	20	G	COG0021
GC_00000136	0.059222027972026574	Sulfurovum_02	10258	20	G	COG0021
GC_00000136	0.1453908473833994	Sulfurovum_03	18316	20	G	COG0021
GC_00000136		Sulfurovum_03	71344	20	G	COG0021
GC_00000136	0.09083778966131724	Sulfurovum_04	17863	20	G	COG0021
GC_00000136		Sulfurovum_05	20089	20	G	COG0021
GC_00000136		Sulfurovum_08	21892	20	G	COG0021
GC_00000136	0.4169884169884083	Sulfurovum_09	5411	20	G	COG0021
GC_00000136	0.23358288770053004	Sulfurovum_10	13532	20	G	COG0021
GC_00000136		Sulfurovum_11	1152	20	G	COG0021
GC_00000136	0.04910188736566183	Sulfurovum_12	43058	20	G	COG0021
GC_00000136	0.10986460348162252	Sulfurovum_13	22896	20	G	COG0021
GC_00000136	0.20289229440966533	Sulfurovum_14	27600	20	G	COG0021
GC_00000136	0.05725405405405279	Sulfurovum_15	26471	20	G	COG0021
GC_00000136		Sulfurovum_15	94456	20	G	COG0021
GC_00000136	0.18404118404118025	Sulfurovum_16	19991	20	G	COG0021
GC_00000136	0.0	Sulfurovum_17	25892	20	G	COG0021
GC_00000136		Sulfurovum_18	102333	20	G	COG0021
GC_00000136	0.18404118404118025	Sulfurovum_19	4624	20	G	COG0021
GC_00000136		Sulfurovum_20	6332	20	G	COG0021
GC_00000136		Sulfurovum_21	9964	20	G	COG0021
GC_00000136		Sulfurovum_21	38914	20	G	COG0021
GC_00000136	0.06081081081080945	Sulfurovum_22	45420	20	G	COG0021
GC_00000137		Sulfurovum_01	27807	19	O	COG2935
GC_00000137		Sulfurovum_02	75459	19	O	COG2935
GC_00000137		Sulfurovum_03	11908	19	O	COG2935
GC_00000137		Sulfurovum_04	24206	19	O	COG2935
GC_00000137		Sulfurovum_05	21551	19	O	COG2935
GC_00000137		Sulfurovum_06	11623	19	O	COG2935
GC_00000137		Sulfurovum_08	21536	19	O	COG2935
GC_00000137		Sulfurovum_10	38157	19	O	COG2935
GC_00000137	0.060474860335195384	Sulfurovum_12	28412	19	O	COG2935
GC_00000137		Sulfurovum_13	43378	19	O	COG2935
GC_00000137	0.035773123087785345	Sulfurovum_14	75464	19	O	COG2935
GC_00000137	0.0	Sulfurovum_15	15894	19	O	COG2935
GC_00000137		Sulfurovum_16	7842	19	O	COG2935
GC_00000137	0.2558139534883721	Sulfurovum_17	9100	19	O	COG2935
GC_00000137	0.10082135523613985	Sulfurovum_18	39767	19	O	COG2935
GC_00000137	0.09872958257713205	Sulfurovum_18	39766	19	O	COG2935
GC_00000137		Sulfurovum_19	616	19	O	COG2935
GC_00000137	0.18879756468797537	Sulfurovum_20	8882	19	O	COG2935
GC_00000137		Sulfurovum_20	17602	19		
GC_00000137	0.02791196994095546	Sulfurovum_21	20064	19	O	COG2935
GC_00000137	0.07359516616314163	Sulfurovum_21	20065	19	O	COG2935
GC_00000137	0.051231527093596074	Sulfurovum_22	13990	19	O	COG2935
GC_00000137	0.0	Sulfurovum_22	13989	19	O	COG2935
GC_00000138		Sulfurovum_01	18351	21	C	COG1053
GC_00000138		Sulfurovum_02	13887	21	C	COG1053
GC_00000138	0.0	Sulfurovum_03	58927	21	C	COG1053
GC_00000138	0.0	Sulfurovum_04	34419	21	C	COG1053
GC_00000138		Sulfurovum_05	35386	21	C	COG1053
GC_00000138		Sulfurovum_06	50355	21	C	COG1053
GC_00000138		Sulfurovum_06	35346	21	C	COG1053
GC_00000138		Sulfurovum_08	4866	21	C	COG1053
GC_00000138	0.07086761406133035	Sulfurovum_09	21587	21	C	COG1053
GC_00000138		Sulfurovum_10	10204	21	C	COG1053
GC_00000138		Sulfurovum_11	3172	21	C	COG1053
GC_00000138	0.025452743490404196	Sulfurovum_12	10451	21	C	COG1053
GC_00000138		Sulfurovum_13	103394	21	C	COG1053
GC_00000138	0.1349862258953148	Sulfurovum_14	43260	21	C	COG1053
GC_00000138	0.018362025634581267	Sulfurovum_15	28218	21	C	COG1053
GC_00000138		Sulfurovum_16	35207	21	C	COG1053
GC_00000138	0.0	Sulfurovum_17	50782	21	C	COG1053
GC_00000138	0.038691511387162966	Sulfurovum_18	42094	21	C	COG1053
GC_00000138		Sulfurovum_19	2693	21	C	COG1053
GC_00000138		Sulfurovum_19	17881	21	C	COG1053
GC_00000138	0.12769859131449343	Sulfurovum_20	10795	21	C	COG1053
GC_00000138	0.021495284103979426	Sulfurovum_21	28373	21	C	COG1053
GC_00000138	0.07214144898964894	Sulfurovum_22	26014	21	C	COG1053
GC_00000139		Sulfurovum_01	12970	21	E	COG0112
GC_00000139	0.0	Sulfurovum_02	19977	21	E	COG0112
GC_00000139	0.013626423838898238	Sulfurovum_03	14592	21	E	COG0112
GC_00000139		Sulfurovum_04	11811	21	E	COG0112
GC_00000139		Sulfurovum_05	28644	21	E	COG0112
GC_00000139		Sulfurovum_05	23919	21	E	COG0112
GC_00000139	0.09561562518675033	Sulfurovum_06	30620	21	E	COG0112
GC_00000139		Sulfurovum_07	13810	21	E	COG0112
GC_00000139		Sulfurovum_08	3576	21	E	COG0112
GC_00000139	0.06341450668896385	Sulfurovum_09	23424	21	E	COG0112
GC_00000139	0.0	Sulfurovum_10	120	21	E	COG0112
GC_00000139	0.10974533106961062	Sulfurovum_11	5104	21	E	COG0112
GC_00000139		Sulfurovum_13	28777	21	E	COG0112
GC_00000139		Sulfurovum_14	48058	21	E	COG0112
GC_00000139	0.10763888888888967	Sulfurovum_15	12427	21	E	COG0112
GC_00000139		Sulfurovum_16	8482	21	E	COG0112
GC_00000139		Sulfurovum_16	8483	21	E	COG0112
GC_00000139	0.0	Sulfurovum_17	46863	21	E	COG0112
GC_00000139	0.0	Sulfurovum_18	15238	21	E	COG0112
GC_00000139		Sulfurovum_19	490	21	E	COG0112
GC_00000139		Sulfurovum_20	6055	21	E	COG0112
GC_00000139	0.0	Sulfurovum_21	12346	21	E	COG0112
GC_00000139		Sulfurovum_22	15691	21	E	COG0112
GC_00000140		Sulfurovum_01	44931	22	J	COG1187
GC_00000140	0.07380073800738056	Sulfurovum_02	38850	22	J	COG1187
GC_00000140	0.055877528704210144	Sulfurovum_03	28995	22	J	COG1187
