unique_id	pv_val	numb	SNV	expected
6092	0.999726993893	22	90	61.6148544018

6095	0.164009276296	22	361	380.586824656

6094	0.0809701299179	22	16	23.0369930174

6097	0.236939840552	22	307	320.399253492

6096	0.999997714112	22	378	296.341173482

34801	0.680982803705	1	126	121.446754915

5003	0.0986726589653	20	19	25.9429154163

5002	0.813288259807	20	31	26.9231934237

5001	0.0503982675019	20	10	16.9452291748

5000	3.3554628828e-13	20	101	192.230468724

5007	0.0207212168541	20	30	43.3744178094

5006	0.0525499979223	20	12	19.3287622495

5005	0.00288208045587	20	7	18.0061653927

5004	0.999999993028	20	54	22.7027005403

5009	4.78431025046e-07	20	27	61.964701882

5008	0.987578313958	20	70	53.4508474002

4428	3.02450449224e-13	21	101	192.4466315

4429	0.0526567342508	21	10	16.8510541331

4422	1.10502801665e-10	21	161	256.285395929

4423	0.821183848966	21	825	799.516489495

4420	0.000121728825392	21	167	219.756668713

4421	0.0974943845716	21	199	218.540598642

4426	0.320734878067	21	0	1.13714042214

4427	0.182875364556	21	156	168.259887663

4424	0.994599975588	21	535	478.817814362

4425	0.996788123415	21	78	56.9122255538

36237	8.51222847927e-09	1	0	18.5817620627

36236	0.391076511095	1	84	87.2359434023

36235	0.411219109317	1	0	0.888629093847

36234	0.971205723329	1	67	53.2312348617

36233	1.0	1	64	10.8645075026

36232	0.432781394542	1	7	8.14594417698

36231	1.0	1	73	17.1574730906

36230	0.757765852912	1	12	10.3451716288

28348	0.035231034949	4	103	123.186123496

15905	0.999999999645	17	25	5.62195726508

7175	0.79109136632	21	26	22.7034686008

7174	0.415553008295	21	102	104.842545331

7177	0.548014273725	21	626	623.651513459

7176	0.999998590681	21	134	87.3776591008

7171	0.238212808359	21	40	45.3753839829

7170	0.037348540435	21	13	21.3409159065

7173	0.517303460361	21	3	3.59018375375

7172	0.839940671292	21	55	48.578468859

7179	0.944824907023	21	183	162.873181047

7178	0.999980233389	21	80	49.1651071181

15902	0.000613600703914	17	22	41.6982371358

23227	0.089700439504	7	240	262.09779671

33599	0.550308742489	1	10	10.2619130504

33598	0.999787521653	1	187	143.444292392

33595	0.999999999978	1	47	15.3590977242

33594	1.0	1	54	11.2882186896

33597	1.0	1	307	154.958215527

33596	0.000599246646936	1	3	13.7075551797

33591	0.870651642503	1	13	9.91402366941

33590	2.47956046695e-33	1	59	204.912721821

33593	0.999904040204	1	119	83.3765883962

33592	0.00442707149462	1	1	7.56805808851

1790	0.993828054997	22	63	45.7397478771

30028	0.000481093856403	3	113	152.577690622

30029	3.0585691112e-07	3	238	324.213101635

30024	0.000110111632722	3	10	27.6155646779

30025	0.0566742335511	3	44	56.0935502235

30026	0.993585155683	3	15	7.77821916855

30027	0.889677377761	3	10	7.16074293931

30020	0.999525092739	3	142	106.751863854

30021	0.999998033032	3	54	27.2577391009

30022	0.998190950167	3	84	60.6460475338

30023	0.999897172535	3	458	383.698909409

14765	0.27757057626	18	265	275.399917093

14764	0.987344895286	18	243	210.404275752

14767	3.05226312192e-06	17	18	45.5086177188

14766	0.547629323959	17	0	0.602156637041

14761	0.820183175362	18	41	36.0340665743

14760	0.0946038940555	18	240	261.61093509

14763	0.00140070125591	18	370	431.21856357

14762	1.40538831772e-08	18	169	252.605556381

14769	0.547971280787	17	20	20.1252064171

14768	0.997559367634	17	74	52.9187062764

6849	0.220977203266	19	0	1.50969573543

30955	4.0820622389e-07	2	18	48.7037587283

15753	0.999999999986	15	83	36.5578314187

13939	1.0	18	167	64.3150426585

13938	0.999990359915	18	12	2.85380980242

15752	6.45259564444e-13	15	147	251.405827112

13935	0.999980993705	18	56	31.0495112575

13934	0.9980762253	18	94	69.2647295339

13937	0.999547839412	18	19	8.38369062761

13936	0.440138326098	18	35	36.5736154955

13931	0.999432843763	18	4	0.650560603881

15751	0.999999934799	15	58	26.9556137996

13933	0.999984965043	18	50	26.4747933365

13932	0.959405172326	18	29	21.1625036364

5586	0.999999790124	21	216	150.475222515

5587	0.999269088061	21	192	151.811793287

5584	0.99998993755	21	376	299.871710188

15750	0.729596215666	15	13	11.5343331099

5582	0.976888565158	21	76	60.5176439586

5583	0.912354173424	21	61	51.6311802493

5580	0.999966594572	21	51	28.0544581511

5581	0.9999999576	21	25	7.14531392993

15757	0.999999995077	15	202	131.624927801

5588	9.17946377082e-13	21	157	263.396374981

15756	0.967586473879	15	70	56.2657351961

38213	0.263289116356	1	109	116.430857344

38212	1.9422716733e-05	1	36	67.4922788219

38211	0.0310289542502	1	46	60.5913132015

38210	0.999983256317	1	37	17.6046366952

38217	5.45340513299e-05	1	7	23.8087857649

15755	0.629429204635	15	43	41.5217755148

38215	7.12986327402e-06	1	4	21.0615319752

38214	1.0	1	173	91.4426711634

38219	0.999999613089	1	87	49.16468501

15754	0.954074704194	15	99	83.7758302459

11274	5.7610494264e-05	20	115	162.225016712

11275	0.00717810078906	20	3	10.4942388165

11276	0.0439886516164	20	12	19.7323833986

11277	0.0830434026445	20	11	17.046109877

11270	0.027312033529	20	197	225.927881305

11271	0.129035000364	20	152	167.067772024

11272	0.999989240614	20	11	2.45985290374

11273	0.998705442709	20	143	110.522317453

13683	0.999972397344	19	156	111.470605662

13682	0.97731947215	19	197	170.852505621

13681	0.996206789369	19	130	102.481296623

13680	0.214487927133	19	111	120.23265488

11278	0.999930475783	20	10	2.53474480115

11279	0.990117184092	20	48	34.1736005403

13685	0.97214142671	19	89	72.7542143476

13684	0.040446065071	19	0	3.20778591905

19061	0.147156414607	13	16	21.3157987396

19060	1.07291308479e-05	13	19	44.9206835616

19063	0.000411608574834	13	55	84.4697895541

19062	1.42145808341e-05	13	11	32.2700031505

19065	0.29914669941	13	131	137.803873662

19064	0.92144376816	13	10	6.69931976995

19067	0.998734794237	13	259	214.002784246

19066	0.9991712158	13	156	120.527827174

19069	0.971878209777	13	42	31.3881140173

19068	0.0144796007939	13	39	55.0459360501

29458	0.986076366685	3	90	71.3105126303

29456	0.999995649024	3	62	33.7348103734

28341	0.983671518573	4	261	228.617800712

16570	0.0985084139162	15	4	8.01972923927

29452	0.196013710647	3	9	12.5715165541

29450	2.21428761403e-16	1	80	177.105950276

33634	0.999999576779	1	11	1.78463098202

33635	0.666968284441	1	0	0.405012783761

33636	0.999902268088	1	112	77.6216451048

33637	0.0215302839686	1	35	49.1405201152

33630	3.2481851686e-07	1	36	75.5298592519

33631	9.28545941146e-07	1	6	27.4114986995

33632	0.999621776982	1	10	3.0948748486

33633	6.11166363274e-10	1	35	85.1506433638

19685	9.16892171253e-09	12	1	21.6265710731

19684	0.986882567113	12	74	57.0772663494

19687	0.264277024543	12	29	33.230280214

19686	0.33629270065	12	6	7.81652846337

19681	5.5494557515e-08	13	38	81.6307321717

19680	0.999999648669	13	61	30.4589640421

19683	0.594538065485	12	21	20.5743862868

19682	0.253636047876	13	130	138.392212122

19689	0.966924380809	12	148	127.378506722

19688	0.994374942926	12	11	5.0206077776

34705	0.99999999966	1	93	45.9180993837

34704	0.999794859043	1	35	18.5179444838

34707	1.0	1	286	145.068050783

17302	0.5348250075	15	145	144.61464121

17303	0.999999994634	15	97	51.497275938

17300	0.101054518383	15	148	164.763664299

17301	1.0	15	281	177.358700601

17306	0.983927669388	9	77	60.288827594

17307	1.21504697891e-10	9	43	99.7745613571

17304	0.999999815236	9	6	0.387231734718

17305	2.84000569223e-06	9	18	45.6252690939

34701	1.36679292217e-09	1	35	83.7945711281

17308	1.0	9	80	28.379084459

17309	1.0	9	71	12.9697665645

34700	3.21882408559e-11	1	75	147.505856443

9120	0.674282290112	19	70	66.9384063247

9121	4.39859906147e-09	19	3	27.5041398892

9122	0.993248749261	19	15	7.82280679948

9123	0.960839912364	19	12	7.40124772034

9124	0.999248873519	19	39	22.894566097

10658	0.00211909409669	20	50	73.8241658939

9126	0.248252857146	19	38	43.047976198

9127	0.001507539268	19	39	61.374873554

9128	0.671249629631	19	424	415.596065973

9129	0.242910550824	19	7	9.75700870795

10657	0.201972263558	20	10	13.623808926

10656	0.00400691036306	20	3	11.2703145095

10651	0.00015604529979	19	542	631.02949584

10650	0.743721611011	19	301	290.436261321

10653	0.000105094329051	20	63	97.9725736791

10652	0.557296521085	20	0	0.584657826871

7919	0.998223841755	19	108	81.0474295557

7918	0.999999905011	19	407	311.344849663

7913	0.979661911027	19	47	34.9036240695

7912	0.914068436686	19	183	165.770579061

7911	0.787029753485	19	126	117.918314001

7910	0.289827254991	19	41	45.343038547

7917	0.180326525681	19	233	247.918383403

7916	0.264736692377	19	35	39.5525181994

7915	0.999991067118	19	155	108.10093821

7914	0.999999975533	19	216	145.97596337

20832	0.467436090137	7	0	0.760492645187

20833	0.574467794213	7	21	20.8064058856

20830	0.999472349617	11	200	157.779995681

20831	0.679125392715	7	0	0.386949495844

20836	0.25490526007	7	105	112.586136432

20837	0.987018416424	7	100	79.9521776571

20834	0.000462310235175	7	6	19.1657007134

20835	0.037305518667	7	9	16.3002303347

20838	0.141120174349	7	110	122.364553695

20839	0.317709276972	7	50	54.1152874759

38269	1.0	1	52	14.2752120303

9335	0.976127475938	21	96	78.4923086921

9334	0.999993853809	21	58	31.2356260378

9337	0.0827644188691	21	171	190.479277304

9336	0.0807806480446	21	3	7.01899366583

9331	0.426980402275	21	8	9.22046585344

10405	0.00431725795897	20	110	140.631759987

9333	0.024901207366	21	10	18.3982300591

9332	0.893073170271	21	35	28.7548075556

13108	0.137589136215	19	182	197.812271816

13109	0.263581429068	19	293	304.635665195

13104	0.43813490667	19	127	129.43377257

13105	0.958530530056	19	20	13.7629829781

13106	4.7439813333e-07	19	241	326.073030923

13107	0.982394686653	19	629	578.292439634

13100	0.0779234589015	19	4	8.42122954087

13101	1.7383815219e-07	19	12	40.2635146307

13102	0.999999999107	19	80	37.9760407915

13103	0.159002870658	19	232	248.230590609

28321	0.0558544621383	4	9	15.4749829694

28459	2.34972468109e-05	4	229	296.981098628

28450	0.473301880985	3	32	33.0512229507

28451	0.993388865512	3	10	4.49446159167

28452	0.964356594135	3	10	5.82049218189

28453	0.999999914673	3	103	59.136878681

28454	0.405790862313	3	8	9.38757425832

28455	0.0161185939834	3	20	31.9731422709

28456	8.93723063399e-10	3	30	76.9555872772

28457	0.00332443244521	3	13	26.2685876366

20308	8.33557945727e-05	10	167	221.241002919

20309	0.997362934621	10	140	110.126866338

20304	0.0156172971762	10	41	57.1493206081

20305	0.609873434541	10	10	9.78535282859

20306	1.71136202927e-12	10	4	38.6388605295

20307	0.394083131207	10	116	119.592467789

20300	0.0013961290466	11	244	294.451699006

20301	0.462422225611	10	31	32.2006400072

20302	0.000796284685428	10	8	21.5075972878

20303	0.253035653318	10	17	20.6075179858

31679	0.0030320957232	2	46	67.9918288516

29509	0.00311007892693	3	27	44.6378677498

29508	0.999999999692	3	33	9.24642702371

29505	1.0	2	72	21.9588110734

29504	0.707385587557	3	62	58.447172413

29507	0.999414946536	2	40	23.3313365328

29506	0.995351371421	2	23	13.1734356241

29501	0.99999994512	3	113	66.0495992277

29500	1.0	3	310	185.046266952

29503	0.856933165579	3	21	17.0802134013

29502	0.190329195223	3	0	1.65900009961

1317	0.99479892264	20	57	40.3424395178

1316	0.125516898421	20	10	14.8582971899

1315	0.919879795521	20	114	100.283121273

1314	0.489968583841	20	20	20.7820055615

1313	0.0162165747598	20	2	7.78827595085

1312	0.999999996944	20	16	2.61806616002

1311	0.00120712552792	20	2	11.0037146488

1310	0.00451691099701	20	34	52.376467429

23767	0.558404809905	8	52	51.6085125428

23766	0.936676581134	8	265	241.54433139

23765	0.99731033201	8	189	153.876980745

23764	0.990857698776	8	77	58.6903359576

23763	0.19233417228	8	245	259.543866392

23762	0.999999012196	8	258	189.530686812

1319	0.999999999995	20	75	30.7768833431

1318	0.988445987203	20	14	7.60916085823

27079	0.207874040817	5	73	80.8716835422

27078	0.176316283862	5	119	130.122375641

27077	0.652330788166	5	80	77.2017102367

27076	0.115501606175	5	133	147.994182132

27075	0.999997426009	5	66	36.0382049829

27074	0.972795713583	5	75	60.1500955913

27073	0.0171177164182	5	11	20.4459341341

27072	0.119852430402	4	15	20.7844919637

27071	0.393950170855	4	4	5.27308238832

27070	0.0467982412599	4	10	17.1033060846

37548	0.892510651509	1	15	11.2661156353

37549	0.484635683865	1	41	41.9161303933

33047	0.910926728969	1	27	21.1824364276

35029	0.000156972622782	1	52	83.2988485194

33046	0.999999999996	1	49	15.6578978189

35027	0.530510448474	1	191	190.609046313

35026	0.307310040043	1	35	38.756843049

35025	0.015366355731	1	19	30.8488926107

35024	0.999999999993	1	52	17.559869424

35023	0.0015168174929	1	25	43.7277997122

33045	0.999999998246	1	43	15.3106254853

35021	0.00346834001436	1	35	54.2931580866

35020	0.397777856842	1	21	22.894566097

33044	0.96555365384	1	143	122.955445725

22173	0.0188007148768	8	33	47.2023473481

32558	0.0146426413653	2	39	55.0114567339

32559	0.00164899116837	2	13	27.5549676888

32556	0.999990469033	2	45	22.5316899355

32557	1.0	2	326	204.298328449

32554	1.7479279221e-09	2	5	33.0214374119

22172	0.195991649857	8	34	39.950360369

32552	0.999999999354	2	249	165.652652278

32553	0.999999999996	2	167	93.9029584747

32550	0.000218291829941	2	52	82.4537755718

32551	2.52374861858e-05	2	76	117.819343337

8329	0.999999998879	20	124	69.2642086482

8328	0.987516831592	20	163	136.640299967

8325	0.00164379970464	20	12	26.1604515504

8324	0.47540536879	20	31	32.015399405

8327	0.713794193953	20	22	20.0882495304

8326	0.00407667920632	20	11	23.1486546602

8321	0.810576952671	20	30	26.0527612498

8320	1.0	20	61	16.7929375434

8323	0.779577169275	20	13	11.0184798821

8322	0.604958744838	20	6	6.0083676622

9911	0.00562748184362	20	141	174.007748266

9910	0.0378807462388	20	716	765.261760858

9913	0.282626444508	19	36	40.2577436777

9912	0.440167420113	19	52	53.7665629825

9915	0.800820101567	19	25	21.6274445614

9914	0.56991079115	19	21	20.8589949622

9917	0.649467775179	19	102	98.8271752402

9916	0.99992181378	19	18	6.72436155874

9919	0.386581369118	19	3	4.24797427028

9918	1.0	19	72	20.2673851249

22178	0.999999999987	9	111	55.1578590847

28599	0.559599938592	4	12	12.1431340176

34115	0.999999999189	1	121	66.6810696865

38216	0.803328534808	1	35	30.813232524

28598	0.137680080313	4	6	9.88319887759

22418	0.992071915814	9	39	26.3583503032

22419	3.91921273693e-06	9	17	43.5892562316

22416	0.967392801338	8	227	200.97127142

22417	0.91697738448	8	128	113.592381838

22414	0.996066563276	8	103	78.9147790327

22415	0.0154943048414	8	20	32.0684890804

22412	0.0175548569174	8	16	26.7932219694

22413	0.468391720681	8	121	122.54357368

22410	0.999999978894	8	171	109.505307779

22411	0.999442418099	8	76	51.5603573488

26308	0.332238654043	6	11	13.2096465566

26309	0.999999999998	6	53	17.4082715647

26306	0.17613031834	5	54	61.8325331034

26307	0.980029754089	5	434	393.233725849

26304	1.23403907619e-13	5	43	111.292949282

8663	0.0318993452076	18	2	6.90218974234

26302	1.46384156972e-05	5	69	110.58064314

26303	0.00824038198782	5	117	145.624660416

26300	0.999358818181	6	237	191.426853651

26301	0.999999999954	6	421	302.20944315

3610	0.0251989728099	22	97	118.293715644

3611	0.999999750079	22	246	175.919460209

21828	0.00837842944225	9	244	284.00858189

3613	0.714881594295	22	80	75.6766836102

3614	0.176837627497	21	0	1.73252332621

3615	0.872572910143	21	66	57.8007563721

3616	0.317239579112	21	119	124.942084572

3617	0.0533102883404	21	61	75.2143526087

21822	3.46541458079e-11	9	144	237.871875545

3619	0.4627661394	21	8	8.94616836099

21820	0.999999999999	9	125	62.6254442687

21821	0.99638368697	9	9	3.54437667146

21826	0.999964491866	9	304	240.485903738

21827	0.999999995372	9	111	61.4445104988

21824	0.978931326882	9	150	127.08425074

21825	0.997467069381	9	131	102.075357025

16832	0.0995514386329	16	159	176.444067054

32084	0.408283603602	2	67	69.5922662072

32085	9.43851558123e-08	2	21	55.6567681066

32086	0.557265830328	2	15	15.1056766931

32087	4.23559146111e-06	2	108	161.904010104

32080	0.764565255551	2	79	73.4052742537

32081	0.00164704867357	2	36	57.4358936265

32082	0.000534316188434	1	15	32.379188519

32083	0.0132744670895	1	31	45.8281552178

32088	0.199578721706	2	42	48.4101683753

32089	6.31206212845e-05	2	10	28.4581095838

36709	0.192691217555	1	58	65.5657918867

36708	0.999999999997	1	49	15.4702032526

36707	0.766389289847	1	43	39.0404697883

36706	0.000106205614111	1	12	30.7327768702

36705	1.12882065695e-11	1	75	149.594706478

36704	0.824655859828	1	44	38.7204348339

36703	1.0	1	101	28.3022939859

36702	0.000732491960426	1	4	15.2074308598

36701	0.948020338281	1	85	71.4902887339

36700	0.999896105857	1	191	144.800173094

24814	0.994619386297	7	166	135.87839336

24815	0.99999071885	7	131	88.4579287016

24816	0.999854076719	7	197	151.020913837

24817	0.999999940326	7	156	99.4030036615

24810	0.0640690489374	7	35	45.5336898827

24811	0.0877816780719	7	12	18.1076053923

24812	0.550481442799	7	258	256.631733249

24813	0.999999999999	7	164	89.3702841493

24818	0.00052137982339	3	10	25.1886107961

24819	0.764429673978	3	14	12.0833590787

26485	0.867002382278	5	124	112.658794708

26484	0.0553522052371	5	8	14.2314191151

27899	0.976882655222	4	84	67.6314700722

27898	0.0167856028504	4	418	463.666198901

27895	0.864207005206	4	71	62.7616084425

27894	0.488821550406	4	0	0.715757783705

27897	0.999999989863	4	190	123.331830505

27896	0.30311165165	4	68	73.0257019759

27891	0.0780561195062	4	299	324.890914371

27890	0.000280231049418	4	115	156.831240775

27893	0.993669022432	4	246	209.558550131

27892	0.969820856085	4	398	362.335065991

28326	8.63804735767e-06	4	2	16.7185964639

28327	0.550195417049	4	115	114.315683001

28593	6.18648510732e-05	4	99	143.038352794

18538	0.40868992938	14	25	26.8538819726

18539	0.946875827882	14	123	106.566756035

33759	0.00132213099859	1	66	94.3029158368

33758	0.00123785239734	1	5	16.1565452351

18530	0.992112262171	14	24	14.5476045687

18531	1.12630383965e-05	14	13	35.775961967

18532	2.99346872007e-05	14	63	101.253393604

18533	0.494093643455	14	104	104.818359465

18534	0.99565876211	14	10	4.23760982185

18535	0.378280403041	14	100	103.808432421

18536	0.00298524204297	14	2	9.90835387861

18537	0.00248580092854	14	83	112.04472534

15168	0.0336257547254	18	32	44.2617124321

15169	0.548214843167	18	4	4.41549568687

30228	0.852052783028	2	9	6.78035346704

30229	0.99329516111	2	11	5.1397016778

15160	0.253564987006	18	1009	1030.88996354

15161	0.319584398813	18	141	147.319782302

15162	0.0867806064128	18	6	10.8096940945

15163	0.658746446474	18	47	44.9000966305

15164	0.297468682801	18	5	7.02545811286

15165	0.997603775477	18	28	16.1041937877

15166	0.317249560903	18	12	14.4325809348

15167	0.0255894687715	18	109	131.368567724

28594	0.569210600497	3	302	299.643655776

31096	0.183218146929	2	71	79.5840627741

28498	2.89144890579e-05	4	38	69.3103587173

31097	0.020893959787	2	77	97.0068340514

31094	0.161746447113	2	51	59.0883760614

31095	0.00525293277068	2	48	68.7517456544

31092	0.046380952012	2	30	40.932000057

31093	1.23242864624e-05	2	21	47.5984251969

28499	0.999999981285	4	70	33.9169689128

31090	0.0125723486584	1	66	86.6496523118

38766	0.999991716233	1	22	7.83803207083

31091	0.932502801591	1	324	298.476315118

4208	0.982039780541	21	105	85.5489919982

4209	5.28802505529e-10	21	4	32.1979601697

4202	0.699847867351	21	83	78.9668697073

4203	0.999997588725	21	233	170.568438239

4200	0.934410632924	21	65	54.1872364866

4201	0.988506600195	21	70	53.2435415553

4206	0.452891181841	21	0	0.792103399041

4207	0.927522821489	21	36	28.5407031128

4204	0.999169411234	21	153	117.912554146

4205	0.0217969682824	21	141	167.056721106

37356	0.018436740729	1	25	37.7280829163

34037	0.999999769018	1	180	121.106096393

34036	0.0302774210323	1	6	12.730639022

34035	0.999999999886	1	421	304.496983089

34034	1.87011186239e-11	1	43	102.986122602

34033	0.961594184056	1	23	16.0784478707

34032	2.08172592621e-06	1	50	90.8228164791

34031	0.186859705208	1	77	85.7692764819

34030	3.01305037729e-18	1	4	53.1334292699

34039	0.625804900726	1	56	54.2877371915

34038	0.0262436715395	1	86	105.987495245

35346	0.999278293905	1	90	63.6245234865

35347	0.999999999986	1	66	25.9807069912

35344	0.00555440532207	1	0	5.19316391435

35345	5.78265051845e-05	1	97	140.861040406

35342	0.848484420732	1	157	145.087496951

35343	0.00160064600252	1	1	8.71056215468

35340	9.06136594826e-06	1	50	87.5711593976

35341	0.355100920946	1	84	88.1310677265

35348	0.489452181252	1	39	39.8338212094

35349	9.93363074049e-27	1	0	59.8738714661

28494	1.5325165853e-05	4	6	23.7984922993

37354	0.173343813376	1	9	12.887915274

28495	0.840693328516	4	66	58.8553087929

37353	3.95584417536e-05	1	25	51.135520919

28517	0.442078064544	4	141	143.407757478

23406	0.505073120028	8	199	199.487152134

23407	0.478042970194	7	0	0.738054654728

23404	0.940463524282	8	115	99.7071962376

23405	5.37918844294e-52	8	90	319.133800298

23402	0.322563659792	8	114	119.668181381

23403	4.30912312272e-08	8	97	160.513450268

23400	0.792341323499	8	20	17.1869451152

23401	0.525531575508	8	15	15.4162490094

23408	0.995279696595	7	18	9.5901584159

23409	0.778261199491	7	9	7.48377664927

37251	8.30514048331e-11	1	0	23.2115613645

33659	1.0	1	299	148.020338766

6118	0.847532802133	21	517	494.675660226

6119	0.00621838464024	21	522	581.908167182

37257	2.77182757465e-11	1	34	88.6994173152

6114	0.494960584744	21	45	45.7524663274

6115	0.998451377202	21	276	230.343623651

6116	0.0531226723003	21	133	153.217649681

6117	0.999999999997	21	140	73.8810067837

6110	0.976097399741	21	38	27.6379799534

6111	0.999999984997	21	239	163.803607283

6112	0.996805978715	21	217	179.876223973

6113	0.991088278684	21	161	133.388209063

7283	0.200242920687	21	418	436.104938796

7282	0.906284177133	21	314	291.860735714

7281	1.0	21	67	16.4159460709

7280	0.999801429012	21	151	112.131238013

7287	0.0342579683569	21	133	155.842816818

7286	0.997452953554	21	45	29.2682196066

7285	0.999978326471	21	49	26.145694809

7284	0.98493780536	21	161	135.644397056

7289	0.975478632613	21	61	47.480693063

7288	0.854665601916	21	738	710.320488798

28492	0.0186960779595	3	83	104.169871137

34899	0.525216249765	1	84	84.0864318911

28493	0.00886078770366	3	109	136.402539745

34891	1.0	1	65	16.0590059749

34890	0.00311905669223	1	11	23.6268077819

34893	0.87055582282	1	45	38.460702128

38473	9.53655179357e-32	1	19	123.808619885

38472	1.180050789e-12	1	108	198.960015503

38471	4.98732625986e-10	1	97	171.061820977

34892	0.999999793412	1	51	23.2842833479

38477	1.06868498976e-05	1	21	47.8465056952

38476	0.99997958943	1	80	49.2126058127

38475	0.00404640213663	1	12	24.5377872423

38474	0.999829816151	1	191	146.258894215

34895	6.96471779196e-14	1	0	30.2953342135

38479	0.000171225884075	1	33	58.9013907188

38478	0.284860483065	1	156	163.888886677

34894	4.87534448105e-33	1	59	203.964929398

4589	0.534515738388	20	100	99.8004548593

4588	0.254140937395	20	10	12.9714587563

4585	0.0485900947022	20	1	4.77847546993

4584	0.513514526896	20	17	17.5259752655

4587	0.999999829347	20	80	43.1071853912

4586	0.0405315090618	20	2	6.58109305377

4581	0.486449349787	20	32	32.8616644662

4580	0.606864050453	20	1	1.35672226588

4583	0.992784125771	20	70	52.054055172

4582	0.00106095740835	20	3	12.9871864301

37259	3.78151982351e-13	1	18	68.6201714145

36066	0.864993679649	1	8	5.82270254535

36067	0.0862663343683	1	5	9.54739693861

36064	0.199174651464	1	3	5.52239123928

36065	0.12662288988	1	11	16.0074644508

36062	0.999999999454	1	70	31.0039181685

36063	0.349805327451	1	8	9.85133628459

36060	0.0470440116475	1	22	31.5882202878

36061	1.53395880504e-05	1	11	32.1567863076

36068	0.0327805973521	1	13	21.6342068547

36069	0.000367451139989	1	34	58.4954089988

14350	0.196314801531	18	1009	1037.0734093

14351	0.21660872097	18	141	151.198654374

14352	0.997248169389	16	8	2.85329389368

14353	0.354422187833	16	160	165.445673238

14354	0.526192614723	16	20	20.3707682787

14355	6.18174683108e-06	16	4	21.235419383

14356	0.212876679279	16	41	47.0184591664

11185	0.969188722546	20	189	165.081547558

14358	0.99999576022	16	20	6.4385283916

14359	0.341127269275	16	66	70.0642961008

18679	0.981589187622	13	9	4.55535301632

18678	0.999996012116	13	61	32.9184732669

33258	0.00109321149948	1	32	53.4194423465

33259	0.351260928492	1	148	153.371360736

9546	0.985562996688	20	33	22.5362891394

17919	0.999992681282	14	340	266.813026497

17918	0.999999999999	14	114	54.4470945111

17917	0.965700170679	14	183	160.083640378

17916	0.999319927334	14	121	89.6781000988

17915	0.0697013988603	14	50	61.9220120613

17914	0.993463043654	14	131	105.21022419

17913	0.115533499891	14	14	19.7352523895

17912	0.948221204772	14	65	53.3490226018

17911	0.992168471159	14	10	4.60466788737

17910	0.0415444335506	14	13	21.0982843039

9545	0.54946773252	20	79	78.5628408405

9542	0.765395394897	20	126	118.696516509

9543	0.999821649882	20	54	32.3476720145

9540	0.178374095448	20	1	3.14602146572

9541	5.72096216444e-06	20	91	140.312741173

30756	0.0684971841262	2	32	41.9114757732

35985	3.93163217686e-05	1	0	10.1438708131

12987	0.999999566343	18	141	90.8958531265

12986	0.999859952955	18	12	3.727461324

12985	0.999999998433	18	50	19.3075143857

12984	0.532223098276	18	43	43.1353082792

12983	0.761871897437	18	121	113.979543785

12982	0.4666481302	18	54	55.287891333

12981	0.619602503587	18	0	0.478677129797

12980	0.998650808816	18	43	26.7321696339

28654	0.0989511538859	4	10	15.4315476797

5504	0.277462335264	21	0	1.28207008379

12989	0.630566402689	18	424	417.834581382

12988	0.400174690441	18	18	19.7801472707

5505	0.00113168757062	21	17	33.7559916754

5502	0.0870160716211	21	716	753.674763411

5503	0.999958878567	21	62	36.4459261896

5500	1.0	21	45	7.68667359976

28655	5.69969870453e-05	4	229	293.201720946

5501	0.778764962602	21	247	235.777099072

15403	0.998035149065	17	160	126.837672485

15402	0.43227187084	17	23	24.5061655029

15401	1.45679299136e-05	17	120	172.573081774

15400	0.833060983441	17	29	24.7151540814

6936	0.284248576675	21	11	13.7213035797

15406	0.446733980067	17	0	0.805791984416

8129	0.99998682531	21	458	374.449291391

8128	0.000150968325312	21	690	790.032681681

8127	0.990864189561	21	234	200.349643271

8126	0.0545213321422	21	27	36.9641955133

8125	2.33817153081e-07	21	247	335.640830545

8124	0.689611700315	21	26	24.1960158462

8123	0.0662619535912	21	23	31.7489191043

8122	0.999999999997	21	59	20.9179563727

8121	0.985249133475	21	110	89.3248921845

